X	SMILES	REFIDX_R	REFIDX_G	REFIDX_B	Molecular.Weight	Molecular.Weight.Except.Hydrogens	Maximum.Partial.Charge	Minimum.Partial.Charge	Number.of.Labute.Accessible.Surface.Area	Number.of.Topological.Polar.Surface.Area	Number.of.Aromatic.Carbocycles	Number.of.Aromatic.Heterocycles	Number.of.H.bond.Acceptor	Number.of.Lipinski.H.bond.Acceptor	Number.of.Heteroatoms
893	BrC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=C(C=C(Br)C=C4)C4=CC(Br)=CC=C45)=NC(C4=CC=C5C=CC=CC5=C4)=N3)=NC2=C1	1.9727	2.2247	2.4258	806.8397238	794.266	0.192480795	-0.232583061	288.9926177	64.45	6	3	0	0	10
894	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9498	2.2245	2.4617	767.8898612	755.335	0.265765777	-0.432842986	272.5333378	90.48	5	4	0	0	11
895	ClC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=C(Cl)C=CC6=C5)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9495	2.2243	2.4561	682.1578689	655.414	0.226807953	-0.436094686	299.1422111	29.27	8	1	0	0	5
896	BrC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(S3)C3=C(C=C(I)C=C3)C3=CC(I)=CC=C34)=N1)=N2	1.9521	2.2241	2.4611	987.6741776	978.211	0.192563441	-0.232623517	310.5087575	77.34	5	4	0	0	13
897	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=CC4=CC=C(Br)C=C4C=C3)=N2)S1	1.9711	2.224	2.4216	711.9890851	695.323	0.192398127	-0.231940192	285.0040436	51.56	7	2	0	0	8
898	IC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.948	2.224	2.4695	831.8531534	818.403	0.192563441	-0.232623604	282.7736623	77.34	5	4	0	0	11
899	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)C=CC2=C1	1.9732	2.2239	2.4208	644.0670298	624.417	0.192398127	-0.231940206	264.3975112	51.56	7	2	0	0	6
900	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(S3)C3=C(C=CC=C3)C3=CC(I)=CC=C34)=N1)=N2	1.9595	2.2239	2.449	817.8280452	806.856	0.192563441	-0.232623517	287.682638	77.34	5	4	0	0	12
901	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC=CC=C45)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)SC2=C1	1.9589	2.2239	2.4557	691.9313972	679.952	0.192563441	-0.23262307	268.4207999	77.34	5	4	0	0	11
902	C1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.952	2.2236	2.4525	614.2358136	584.508	0.226807953	-0.436094686	278.5356787	29.27	8	1	0	0	3
903	ClC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=C(I)C=CC6=C5)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9445	2.2235	2.4604	774.0934892	746.865	0.226807953	-0.436094686	308.100783	29.27	8	1	0	0	5
904	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(I)=C4)=NC(C4=NC5=C(C=C(Br)C=C5)S4)=N3)SC2=C1	1.9547	2.2234	2.4544	817.8280452	806.856	0.192563441	-0.232623517	287.682638	77.34	5	4	0	0	12
905	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)SC2=C1	1.966	2.2232	2.4348	651.0186997	634.458	0.192480795	-0.232623526	261.2575224	64.45	6	3	0	0	8
906	ClC1=CC2=C(C=C1)C1=C(SC(C3=NC(C4=NC5=C(C=CC=C5)S4)=NC(C4=CC5=CC=C(I)C=C5C=C4)=N3)=N1)C1=CC=CC=C21	1.9637	2.2228	2.4325	732.9658632	716.911	0.192480795	-0.232624905	276.9550792	64.45	6	3	0	0	9
907	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC(Cl)=CC=C5S4)=NC(C4=NC5=C(S4)C4=C(C=C(Br)C=C4)C4=CC(Br)=CC=C45)=N3)C=C2C=C1	1.9658	2.2224	2.431	796.851267	785.268	0.192480795	-0.232569554	295.7316025	64.45	6	3	0	0	11
908	BrC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(S3)C3=C(C=CC=C3)C3=CC(I)=CC=C34)=N1)=N2	1.9586	2.222	2.4458	861.7775296	851.307	0.192563441	-0.232623517	291.2469194	77.34	5	4	0	0	12
909	ClC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=NC(C3=NC4=C(C=CC=C4)S3)=NC(C3=NC4=C(C=CC=C4)S3)=N2)S1	1.9667	2.2219	2.4327	614.0208852	600.048	0.192563441	-0.232624896	254.5532523	77.34	5	4	0	0	10
910	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=NC(C3=NC4=C(C=CC=C4)O3)=NC(C3=NC4=CC=C(I)C=C4S3)=N2)S1	1.9508	2.2217	2.4563	757.9014044	746.337	0.26572193	-0.433541018	279.2723227	90.48	5	4	0	0	12
911	BrC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C=C3)C=CC2=C1	1.9699	2.2216	2.4142	701.1718121	670.439	0.046153551	-0.310504491	300.389249	3.24	9	0	0	0	2
912	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)C=CC2=C1	1.9595	2.2213	2.4377	776.9153476	761.362	0.192480795	-0.232623613	280.5193606	64.45	6	3	0	0	9
913	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=NC(C3=CC=C4C=C(I)C=CC4=C3)=NC(C3=CC4=CC=C(I)C=C4C=C3)=N2)S1	1.9611	2.2212	2.4259	973.7708378	958.129	0.192398127	-0.231940196	316.788735	51.56	7	2	0	0	9
914	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Cl)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9462	2.2209	2.4594	647.1764401	621.957	0.226864211	-0.43540916	287.221037	53.06	8	1	0	0	5
915	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=NC(C4=NC5=C(C=C(I)C(I)=C5)S4)=N3)SC2=C1	1.9515	2.2208	2.4542	943.7246932	933.76	0.192563441	-0.23262307	306.9444762	77.34	5	4	0	0	13
916	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=NC(C3=CC4=CC=C(I)C=C4C=C3)=N2)S1	1.9506	2.2206	2.4478	1106.619156	1095.074	0.192480795	-0.232584379	332.9105844	64.45	6	3	0	0	12
917	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=NC(C4=CC=C5C=CC=CC5=C4)=N3)C=CC2=C1	1.973	2.2203	2.4103	721.9775418	704.321	0.192398127	-0.231940196	278.2650588	51.56	7	2	0	0	7
918	ClC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C4=CC=C(C5=NC6=C(C=CC=C6)O5)C=C4)C=C3)C=CC2=C1	1.9469	2.2202	2.4515	648.1968412	619.961	0.226807953	-0.436094686	288.8389449	29.27	8	1	0	0	4
919	IC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=NC(C4=NC5=C(C=C(I)C(I)=C5)S4)=N3)SC2=C1	1.9467	2.2202	2.4573	1083.646449	1072.211	0.192563441	-0.232623604	321.2973386	77.34	5	4	0	0	13
920	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=NC(C3=CC=C4C=C(I)C=CC4=C3)=NC(C3=NC4=CC=C(I)C=C4S3)=N2)S1	1.954	2.2201	2.4398	980.7225077	968.17	0.192480795	-0.232623613	313.6487463	64.45	6	3	0	0	11
921	IC1=CC=C2C=C(C3=NC(C4=CC=C5C=C(I)C=CC5=C4)=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=N3)C=CC2=C1	1.9603	2.2201	2.4279	817.9498136	798.321	0.192398127	-0.231940206	289.0536398	51.56	7	2	0	0	7
922	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)SC2=C1	1.9584	2.2201	2.4344	810.8763753	796.815	0.192480795	-0.232623079	290.8226268	64.45	6	3	0	0	10
923	ClC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(Br)=C4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)=NC2=C1	1.9642	2.22	2.4348	769.8419093	759.856	0.192563441	-0.232583051	282.2883475	77.34	5	4	0	0	12
924	BrC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=C(Br)C=CC6=C5)C=C4)C=C3)C=CC2=C1	1.9645	2.2195	2.417	779.0823242	750.343	0.046153551	-0.310504491	314.2567966	3.24	9	0	0	0	3
925	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)C=CC2=C1	1.9658	2.2193	2.4258	728.9292117	714.362	0.192480795	-0.232583061	275.1250701	64.45	6	3	0	0	9
926	ClC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(Br)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9447	2.2192	2.4616	700.0917032	675.843	0.226864211	-0.43540916	290.3310628	29.27	8	1	0	0	5
927	BrC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)O4)=N3)SC2=C1	1.9524	2.2192	2.4535	641.9932132	628.431	0.26572193	-0.433541018	253.2714997	90.48	5	4	0	0	10
928	ClC1=CC=C2C(=C1)C1=CC(Cl)=CC=C1C1=C2N=C(C2=NC(C3=NC4=C(C=CC=C4)S3)=NC(C3=NC4=C(C=CC=C4)S3)=N2)S1	1.9605	2.2191	2.4354	647.9819128	635.501	0.192563441	-0.232624896	264.8565185	77.34	5	4	0	0	11
929	ClC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=C(Br)C=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=C(Br)C=CC6=C5)C=C4)C=C3)C=CC2=C1	1.9616	2.219	2.4197	813.0433518	785.796	0.046153551	-0.310504491	324.5600629	3.24	9	0	0	0	4
930	BrC1=CC2=CC=C(C3=NC(C4=NC5=CC(Br)=CC=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=N3)C=C2C=C1	1.9623	2.2189	2.4266	854.8258597	841.266	0.192480795	-0.232583061	294.3869082	64.45	6	3	0	0	10
931	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9595	2.2188	2.4282	902.8119956	888.266	0.192480795	-0.232624905	299.7811987	64.45	6	3	0	0	10
932	BrC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=C(I)C=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=C(I)C=CC6=C5)C=C4)C=C3)C=CC2=C1	1.956	2.2188	2.425	952.9651081	924.247	0.046153551	-0.310504491	338.9129253	3.24	9	0	0	0	4
933	ClC1=CC=C2C(=C1)C1=C(C=CC(Cl)=C1)C1=C2N=C(C2=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=NC(C3=CC4=CC=C(I)C=C4C=C3)=N2)S1	1.95	2.2187	2.4437	1018.720187	1006.172	0.192480795	-0.232584379	325.7820217	64.45	6	3	0	0	12
934	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(Cl)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=C(Cl)C=C4)C4=CC(Cl)=CC=C45)=N3)C=C2C=C1	1.9557	2.2187	2.4372	708.9522982	696.366	0.192480795	-0.232623079	288.6030397	64.45	6	3	0	0	11
935	IC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(I)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=N3)C=C2C=C1	1.9455	2.2185	2.4472	1076.694779	1062.17	0.192480795	-0.232623613	324.4373273	64.45	6	3	0	0	11
936	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(Cl)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Cl)=CC=C45)=N3)C=C2C=C1	1.9593	2.2182	2.4308	674.9912706	660.913	0.192480795	-0.232623079	278.2997735	64.45	6	3	0	0	10
937	ClC1=CC=C2C(=C1)C1=C(C=CC=C1)C1=C2N=C(C2=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=NC(C3=NC4=CC(Br)=CC=C4S3)=N2)S1	1.9544	2.2181	2.4435	943.7246932	933.76	0.192563441	-0.23258437	306.9444762	77.34	5	4	0	0	13
938	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=C(I)C=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.943	2.2181	2.4557	739.1120605	713.408	0.226864211	-0.43540916	296.1796089	53.06	8	1	0	0	5
939	IC1=CC=C2N=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9428	2.218	2.4556	815.8759971	802.335	0.265765777	-0.432842986	277.9276283	90.48	5	4	0	0	11
940	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Cl)=CC=C45)=NC(C4=NC5=C(C=CC=C5)S4)=N3)SC2=C1	1.9584	2.2179	2.4366	647.9819128	635.501	0.192563441	-0.232624896	264.8565185	77.34	5	4	0	0	11
941	BrC1=CC2=C(C=C1)C1=C(SC(C3=NC(C4=NC5=C(C=CC=C5)S4)=NC(C4=CC5=CC=C(I)C=C5C=C4)=N3)=N1)C1=CC=CC=C21	1.9609	2.2177	2.4248	776.9153476	761.362	0.192480795	-0.232624905	280.5193606	64.45	6	3	0	0	9
942	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Br)C=C4S3)=NC(C3=NC4=C(O3)C3=C(C=CC=C3)C3=CC=CC=C34)=N1)=N2	1.9524	2.2177	2.4438	675.9542408	663.884	0.265765777	-0.432842986	263.5747659	90.48	5	4	0	0	11
943	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=CC=C(Cl)C=C4S3)=NC(C3=NC4=C(S3)C3=C(C=CC=C3)C3=CC=CC=C34)=N1)=N2	1.9539	2.2177	2.4491	647.9819128	635.501	0.192563441	-0.23262307	264.8565185	77.34	5	4	0	0	11
944	IC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9517	2.2177	2.4364	950.7981315	935.266	0.192480795	-0.232624905	305.1754892	64.45	6	3	0	0	10
945	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(Cl)C=C4)C4=CC(Cl)=CC=C45)=NC(C4=NC5=C(C=C(I)C(I)=C5)S4)=N3)SC2=C1	1.9449	2.2174	2.4569	933.7362364	924.762	0.192563441	-0.23262307	313.683461	77.34	5	4	0	0	14
946	IC1=CC=C2C=C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=C4)C=C3)C=CC2=C1	1.9395	2.2173	2.4662	714.1168115	687.39	0.226864211	-0.43540916	285.4220871	29.27	8	1	0	0	4
947	BrC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=C(Br)C=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=C(I)C=CC6=C5)C=C4)C=C3)C=CC2=C1	1.9578	2.217	2.4194	904.9789722	877.247	0.046153551	-0.310504491	333.5186347	3.24	9	0	0	0	4
948	IC1=CC=C2C=C(C3=CC=C(N(C4=CC=C(C5=CC=C6C=CC=CC6=C5)C=C4)C4=CC=C(C5=CC=C6C=C(I)C=CC6=C5)C=C4)C=C3)C=CC2=C1	1.9572	2.217	2.4195	875.054596	844.343	0.046153551	-0.310504491	325.0453777	3.24	9	0	0	0	3
949	BrC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=NC(C4=NC5=C(C=C(I)C(I)=C5)S4)=N3)=NC2=C1	1.9539	2.2167	2.4406	987.6741776	978.211	0.192563441	-0.23258437	310.5087575	77.34	5	4	0	0	13
950	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(Cl)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=N3)C=C2C=C1	1.9569	2.2166	2.4286	766.9268909	752.364	0.192480795	-0.232623079	287.2583454	64.45	6	3	0	0	10
951	ClC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=CC=C5C=CC=CC5=C4)=N3)=NC2=C1	1.965	2.2164	2.4214	607.0692153	590.007	0.192480795	-0.232569554	257.6932411	64.45	6	3	0	0	8
952	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9542	2.2162	2.4307	858.8625112	843.815	0.192480795	-0.232624905	296.2169173	64.45	6	3	0	0	10
953	ClC1=CC2=C(C=C1)C1=C(SC(C3=NC(C4=NC5=C(C=CC=C5)O4)=NC(C4=NC5=CC=C(Br)C=C5S4)=N3)=N1)C1=CC=CC=C21	1.9532	2.2159	2.4403	675.9542408	663.884	0.26572193	-0.433541018	263.5747659	90.48	5	4	0	0	11
954	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(I)=C4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)C=CC2=C1	1.9611	2.2159	2.4199	732.9658632	716.911	0.192480795	-0.232624905	276.9550792	64.45	6	3	0	0	9
955	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(Br)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=N3)C=C2C=C1	1.9563	2.2158	2.4275	810.8763753	796.815	0.192480795	-0.232623526	290.8226268	64.45	6	3	0	0	10
956	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC=C(I)C=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=N3)C=C2C=C1	1.9589	2.2155	2.4221	810.8763753	796.815	0.192480795	-0.232623613	290.8226268	64.45	6	3	0	0	10
957	ClC1=CC2=CC=C(C3=CC=C(N(C4=CC=C(Br)C=C4)C4=CC=C(C5=NC6=C(O5)C5=CC=CC=C5C5=C6C=CC=C5)C=C4)C=C3)C=C2C=C1	1.9433	2.2155	2.4549	700.0917032	675.843	0.226864211	-0.43540916	290.3310628	29.27	8	1	0	0	5
958	BrC1=CC=C2C(=C1)C1=CC(Br)=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=CC=C4C=CC=CC4=C3)=N2)S1	1.9694	2.2152	2.404	721.9775418	704.321	0.192398127	-0.231940196	278.2650588	51.56	7	2	0	0	7
959	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=NC(C4=CC=C5C=C(I)C=CC5=C4)=N3)C=CC2=C1	1.9634	2.2148	2.4091	847.8741898	831.225	0.192398127	-0.231940196	297.5268969	51.56	7	2	0	0	8
960	IC1=CC=C2C(=C1)C1=CC(I)=CC=C1C1=C2N=C(C2=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=NC(C3=NC4=C(C=C(I)C(I)=C4)S3)=N2)S1	1.9352	2.2146	2.4631	1335.439745	1326.019	0.192563441	-0.23258437	359.8210148	77.34	5	4	0	0	15
961	C1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC=C5)S4)=N3)=NC2=C1	1.9589	2.2145	2.4304	580.0598575	564.595	0.192563441	-0.232624896	244.2499861	77.34	5	4	0	0	9
962	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC(Br)=CC=C5S4)=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=N3)C=C2C=C1	1.9566	2.2145	2.4235	936.7730233	923.719	0.192480795	-0.232583061	310.0844649	64.45	6	3	0	0	11
963	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(I)C=C4)C4=CC(I)=CC=C45)=NC(C4=NC5=C(C=CC=C5)O4)=N3)C=CC2=C1	1.9508	2.2145	2.4311	842.8853548	827.747	0.265720471	-0.433541026	291.3708833	77.59	6	3	0	0	10
964	ClC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Cl)=CC=C45)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)=NC2=C1	1.9599	2.2144	2.4218	718.940755	705.364	0.192480795	-0.232569554	281.8640549	64.45	6	3	0	0	10
965	BrC1=CC=C2SC(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=CC(Br)=C5)S4)=N3)=NC2=C1	1.9567	2.2144	2.4294	719.9037253	708.335	0.265765777	-0.432842986	267.1390473	90.48	5	4	0	0	11
966	ClC1=CC=C(N(C2=CC=C(C3=NC4=C(C=CC=C4)O3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.9287	2.2142	2.4825	529.1015609	509.892	0.226807953	-0.436094686	227.9601974	42.16	5	2	0	0	6
967	ClC1=CC=C2SC(C3=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(I)=CC=C45)=NC(C4=CC=C5C=C(Br)C=CC5=C4)=N3)=NC2=C1	1.9582	2.2142	2.4217	810.8763753	796.815	0.192480795	-0.232569554	290.8226268	64.45	6	3	0	0	10
968	ClC1=CC=C2C=C(C3=NC(C4=NC5=C(S4)C4=C(C=C(Cl)C=C4)C4=CC(Cl)=CC=C45)=NC(C4=CC=C5C=C(Cl)C=CC5=C4)=N3)C=CC2=C1	1.9628	2.2141	2.4098	702.0006283	686.325	0.192398127	-0.231940192	291.7430285	51.56	7	2	0	0	9
969	ClC1=CC2=C(C=C1)SC(C1=NC(C3=NC4=C(S3)C3=CC=CC=C3C3=CC(Br)=CC=C34)=NC(C3=NC4=C(C=CC(Cl)=C4)S3)=N1)=N2	1.9598	2.214	2.4273	725.8924249	715.405	0.192563441	-0.232569545	278.7240662	77.34	5	4	0	0	12
970	IC1=CC=C(N(C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C2=CC=C(C3=NC4=C(C=CC=C4)S3)C=C2)C=C1	1.923	2.214	2.4948	637.0143376	617.411	0.124105151	-0.310503931	241.7648033	29.02	5	2	0	0	6
971	N#CC1=CC=C(N(C2=CC=C(C3=CC=C4C=CC=CC4=C3)C=C2)C2=CC=C(C3=NC4=C(O3)C3=CC=CC=C3C3=C4C=CC=C3)C=C2)C=C1	1.9437	2.2139	2.4478	613.2154125	586.504	0.226864211	-0.43540916	276.9177708	53.06	8	1	0	0	4
972	BrC1=CC=C2C=C(C3=NC(C4=NC5=C(O4)C4=CC=CC=C4C4=C5C=CC=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)C=CC2=C1	1.9534	2.2138	2.4232	760.9381913	745.294	0.265764317	-0.432842993	275.6733266	77.59	6	3	0	0	9
973	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC(Cl)=CC=C5S4)=NC(C4=NC5=C(S4)C4=C(C=CC=C4)C4=CC(Br)=CC=C45)=N3)C=C2C=C1	1.9606	2.2137	2.4188	718.940755	705.364	0.192480795	-0.232569554	281.8640549	64.45	6	3	0	0	10
974	BrC1=CC=C2C(=C1)C1=CC=CC=C1C1=C2N=C(C2=NC(C3=CC=C4C=C(I)C=CC4=C3)=NC(C3=CC=C4C=C(I)C=CC4=C3)=N2)S1	1.96	2.2136	2.4093	895.8603257	878.225	0.192398127	-0.231940196	302.9211874	51.56	7	2	0	0	8
975	ClC1=CC2=C(C=C1)C1=C(SC(C3=NC(C4=NC5=C(C=CC=C5)S4)=NC(C4=CC5=CC=C(Br)C=C5C=C4)=N3)=N1)C1=CC=CC=C21	1.9641	2.213	2.4099	684.9797273	669.911	0.192480795	-0.232624905	271.5607887	64.45	6	3	0	0	9
976	ClC1=CC2=CC=C(C3=NC(C4=NC5=CC(Cl)=CC=C5S4)=NC(C4=NC5=C(S4)C4=C(C=C(Cl)C=C4)C4=CC(Cl)=CC=C45)=N3)C=C2C=C1	1.9552	2.2124	2.424	708.9522982	696.366	0.192480795	-0.232569554	288.6030397	64.45	6	3	0	0	11
977	BrC1=CC=C2C(=C1)C1=C(C=CC(Br)=C1)C1=C2N=C(C2=NC(C3=CC=C4C=CC=CC4=C3)=NC(C3=NC4=CC=C(I)C=C4S3)=N2)S1	1.9573	2.2123	2.4177	854.8258597	841.266	0.192480795	-0.232623613	294.3869082	64.45	6	3	0	0	10
978	ClC1=CC=C2N=C(C3=NC(C4=NC5=C(S4)C4=CC=CC=C4C4=C5C=CC(I)=C4)=NC(C4=NC5=C(C=C(I)C=C5)S4)=N3)SC2=C1	1.9443	2.2123	2.4427	865.8141811	853.856	0.192563441	-0.232623604	293.0769286	77.34	5	4	0	0	12
